8.000000
6.000000

0.563312	 0.082436	 0.174527	 0.025251	 0.025251	 0.047159	 0.056071	 0.025993	 

0.017938	 0.000059	 0.017876	 0.000603	 0.000278	 0.000940	 0.008425	 0.003529	 
0.009869	 -0.001258	 0.016129	 -0.001997	 -0.002436	 0.004170	 0.013557	 0.009181	 
1.297373	 0.024288	 1.573924	 0.756697	 0.302625	 0.403249	 1.624749	 1.166771	 
-1.439561	 -0.015629	 -0.974370	 -1.120528	 -0.623026	 0.185558	 -0.582779	 -0.001240	 
-0.033788	 0.001669	 -0.026725	 -0.008617	 -0.004743	 0.014832	 -0.001022	 0.018989	 
-0.109470	 0.008243	 -0.060143	 0.019824	 0.019534	 0.036247	 0.002023	 0.040277	 

0.000133	 0.000048	 -0.000081	 -0.000266	 -0.000228	 -0.000603	 
0.000048	 0.000039	 0.000016	 0.000125	 -0.000090	 -0.000279	 
-0.000081	 0.000016	 0.002778	 0.001395	 0.000396	 -0.000186	 
-0.000266	 0.000125	 0.001395	 0.008991	 0.000641	 0.000580	 
-0.000228	 -0.000090	 0.000396	 0.000641	 0.000489	 0.001126	 
-0.000603	 -0.000279	 -0.000186	 0.000580	 0.001126	 0.003387	 

0.000010	 0.000000	 0.000004	 -0.000000	 0.000000	 0.000000	 
0.000000	 0.000011	 0.000027	 0.000053	 0.000002	 0.000003	 
0.000004	 0.000027	 0.007008	 0.004344	 0.000267	 0.000109	 
-0.000000	 0.000053	 0.004344	 0.010722	 0.000287	 -0.000114	 
0.000000	 0.000002	 0.000267	 0.000287	 0.000023	 0.000007	 
0.000000	 0.000003	 0.000109	 -0.000114	 0.000007	 0.000058	 

0.000090	 0.000046	 0.000862	 0.000032	 -0.000149	 -0.000216	 
0.000046	 0.000038	 0.000582	 0.000094	 -0.000088	 -0.000118	 
0.000862	 0.000582	 0.014032	 0.004568	 -0.001735	 -0.001899	 
0.000032	 0.000094	 0.004568	 0.004797	 -0.000107	 0.000424	 
-0.000149	 -0.000088	 -0.001735	 -0.000107	 0.000300	 0.000397	 
-0.000216	 -0.000118	 -0.001899	 0.000424	 0.000397	 0.000686	 

0.000010	 -0.000000	 0.000025	 -0.000005	 0.000002	 -0.000003	 
-0.000000	 0.000012	 -0.000016	 -0.000088	 -0.000008	 0.000012	 
0.000025	 -0.000016	 0.021432	 -0.017378	 0.000078	 -0.000480	 
-0.000005	 -0.000088	 -0.017378	 0.021169	 0.000416	 -0.000250	 
0.000002	 -0.000008	 0.000078	 0.000416	 0.000049	 -0.000055	 
-0.000003	 0.000012	 -0.000480	 -0.000250	 -0.000055	 0.000094	 

0.000010	 -0.000000	 0.000021	 -0.000002	 0.000001	 -0.000001	 
-0.000000	 0.000012	 -0.000111	 -0.000085	 -0.000007	 0.000011	 
0.000021	 -0.000111	 0.022555	 -0.012419	 0.000365	 -0.000618	 
-0.000002	 -0.000085	 -0.012419	 0.028418	 0.000596	 -0.000805	 
0.000001	 -0.000007	 0.000365	 0.000596	 0.000046	 -0.000053	 
-0.000001	 0.000011	 -0.000618	 -0.000805	 -0.000053	 0.000089	 

0.000010	 0.000001	 0.000086	 0.000009	 0.000001	 0.000004	 
0.000001	 0.000012	 0.000255	 0.000031	 0.000003	 0.000013	 
0.000086	 0.000255	 0.027633	 0.002627	 0.000360	 0.001255	 
0.000009	 0.000031	 0.002627	 0.000650	 0.000040	 0.000176	 
0.000001	 0.000003	 0.000360	 0.000040	 0.000015	 0.000017	 
0.000004	 0.000013	 0.001255	 0.000176	 0.000017	 0.000075	 

0.000014	 0.000003	 0.000080	 -0.000292	 -0.000016	 -0.000025	 
0.000003	 0.000012	 0.000056	 -0.000203	 -0.000011	 -0.000017	 
0.000080	 0.000056	 0.002332	 -0.007062	 -0.000356	 -0.000557	 
-0.000292	 -0.000203	 -0.007062	 0.023876	 0.001246	 0.001953	 
-0.000016	 -0.000011	 -0.000356	 0.001246	 0.000076	 0.000103	 
-0.000025	 -0.000017	 -0.000557	 0.001953	 0.000103	 0.000172	 

0.000011	 0.000001	 0.000171	 -0.000102	 -0.000001	 -0.000005	 
0.000001	 0.000011	 0.000224	 -0.000132	 -0.000001	 -0.000006	 
0.000171	 0.000224	 0.040258	 -0.023643	 -0.000213	 -0.001137	 
-0.000102	 -0.000132	 -0.023643	 0.014352	 0.000145	 0.000703	 
-0.000001	 -0.000001	 -0.000213	 0.000145	 0.000012	 0.000008	 
-0.000005	 -0.000006	 -0.001137	 0.000703	 0.000008	 0.000045	 
