8.000000
6

0.317815	0.105463	0.125416	0.050356	0.047031	0.096437	0.047031	0.210451	

0.000037	0.006489	0.065566	0.001356	0.000042	0.033404	0.009439	0.051305	
0.005854	0.233863	0.405119	0.130420	0.052380	0.453859	0.266377	0.497052	
0.003814	0.072622	0.020726	0.056276	0.008559	-0.029550	0.059255	0.151253	
-0.005268	-0.121014	-0.262909	-0.091864	-0.040246	-0.296065	-0.173766	-0.167910	
0.021205	1.872445	-0.051124	0.003844	0.991269	-0.084638	-0.013273	1.922050	
-0.007542	-0.425547	-0.633592	-0.194163	-0.100124	-0.832075	-0.436802	-0.856419	


0.000010	0.000001	0.000000	-0.000001	-0.000000	-0.000002	
0.000001	0.000194	0.000136	-0.000150	0.000160	-0.000220	
0.000000	0.000136	0.000219	-0.000133	-0.000055	-0.000089	
-0.000001	-0.000150	-0.000133	0.000139	-0.000161	0.000160	
-0.000000	0.000160	-0.000055	-0.000161	0.006513	-0.000171	
-0.000002	-0.000220	-0.000089	0.000160	-0.000171	0.000398	

0.000116	0.000800	0.000105	-0.000281	0.000275	-0.000594	
0.000800	0.008774	0.001566	-0.003157	0.005589	-0.006865	
0.000105	0.001566	0.000734	-0.000414	0.001994	-0.003490	
-0.000281	-0.003157	-0.000414	0.001229	-0.002016	0.001624	
0.000275	0.005589	0.001994	-0.002016	0.011834	-0.009191	
-0.000594	-0.006865	-0.003490	0.001624	-0.009191	0.017873	

0.000607	0.000670	0.000056	-0.000557	-0.000137	-0.000119	
0.000670	0.000864	-0.000074	-0.000675	-0.000219	-0.000395	
0.000056	-0.000074	0.000960	-0.000121	0.000305	0.000622	
-0.000557	-0.000675	-0.000121	0.000578	0.000119	0.000186	
-0.000137	-0.000219	0.000305	0.000119	0.000153	0.000279	
-0.000119	-0.000395	0.000622	0.000186	0.000279	0.000842	

0.000012	0.000007	-0.000062	0.000012	-0.000017	-0.000069	
0.000007	0.001767	0.001170	-0.001333	0.000110	-0.002110	
-0.000062	0.001170	0.003611	-0.001633	0.000830	0.001118	
0.000012	-0.001333	-0.001633	0.001219	-0.000283	0.000936	
-0.000017	0.000110	0.000830	-0.000283	0.000220	0.000545	
-0.000069	-0.002110	0.001118	0.000936	0.000545	0.004802	

0.000010	0.000001	-0.000000	-0.000001	0.000002	0.000001	
0.000001	0.001117	0.000032	-0.000739	0.006164	-0.000464	
-0.000000	0.000032	0.000088	-0.000018	0.001944	-0.000464	
-0.000001	-0.000739	-0.000018	0.000503	-0.004053	0.000293	
0.000002	0.006164	0.001944	-0.004053	0.076973	-0.013210	
0.000001	-0.000464	-0.000464	0.000293	-0.013210	0.002928	

0.000019	0.000039	-0.000001	-0.000038	-0.000015	-0.000076	
0.000039	0.000190	-0.000003	-0.000172	-0.000068	-0.000346	
-0.000001	-0.000003	0.000010	0.000003	0.000001	0.000007	
-0.000038	-0.000172	0.000003	0.000175	0.000066	0.000331	
-0.000015	-0.000068	0.000001	0.000066	0.000036	0.000132	
-0.000076	-0.000346	0.000007	0.000331	0.000132	0.000677	

0.000042	0.000201	0.000032	-0.000130	-0.000022	-0.000344	
0.000201	0.001781	0.001097	-0.001380	0.000021	-0.002388	
0.000032	0.001097	0.004755	-0.001960	0.001081	0.001435	
-0.000130	-0.001380	-0.001960	0.001386	-0.000306	0.001066	
-0.000022	0.000021	0.001081	-0.000306	0.000291	0.000737	
-0.000344	-0.002388	0.001435	0.001066	0.000737	0.005337	

0.000840	0.000574	-0.000835	-0.001600	-0.000412	0.000814	
0.000574	0.003724	0.000739	-0.000318	0.000016	-0.004454	
-0.000835	0.000739	0.001434	0.001946	0.000545	-0.003073	
-0.001600	-0.000318	0.001946	0.003292	0.000870	-0.002861	
-0.000412	0.000016	0.000545	0.000870	0.000244	-0.000905	
0.000814	-0.004454	-0.003073	-0.002861	-0.000905	0.009604	


